po_id,order_date,promised_delivery_date,actual_delivery_date,supplier_id,supplier_name,supplier_country,category,item,business_unit,unit_price,quantity,line_total,payment_terms,on_contract,quality_rejected
PO-2024-21302,2024-08-27,2024-09-01,2024-09-01,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,Field Services,8.4,2935,24654.0,Net 60,True,False
PO-2024-21289,2024-08-27,2024-09-03,2024-09-03,SUP-032,Lotus Components,India,Electronics,Sensor Module SM-3,R&D,26.76,720,19267.2,Net 30,False,True
PO-2024-21321,2024-08-28,2024-09-05,2024-09-05,SUP-025,Cascade Semitech,USA,Electronics,Power Supply Unit 450W,Corporate,75.57,115,8690.55,Net 15,True,False
PO-2024-21304,2024-08-29,2024-09-15,2024-09-15,SUP-032,Lotus Components,India,Electronics,Microcontroller MCU-9,Manufacturing,7.14,1679,11988.06,Net 60,True,False
PO-2024-21293,2024-08-29,2024-09-28,2024-09-28,SUP-033,Busan Components,South Korea,Electronics,Microcontroller MCU-9,Manufacturing,7.83,1640,12841.2,Net 30,True,False
PO-2024-21301,2024-08-29,2024-09-26,2024-09-26,SUP-023,Schwarzwald Circuits,Germany,Electronics,PCB Assembly A-11,R&D,54.34,320,17388.8,Net 45,False,True
PO-2024-21342,2024-08-29,2024-09-20,2024-09-20,SUP-036,Golden Dragon Components,China,Electronics,PCB Assembly A-11,Field Services,62.84,93,5844.12,Net 60,True,False
PO-2024-21316,2024-08-29,2024-10-01,2024-10-01,SUP-032,Lotus Components,India,Electronics,Sensor Module SM-3,Retail Operations,23.81,415,9881.15,Net 60,True,True
PO-2024-21330,2024-08-30,2024-09-22,2024-09-22,SUP-025,Cascade Semitech,USA,Electronics,Microcontroller MCU-9,Field Services,8.57,1435,12297.95,Net 30,True,False
PO-2024-21322,2024-08-31,2024-09-15,2024-09-15,SUP-032,Lotus Components,India,Electronics,Sensor Module SM-3,R&D,24.71,548,13541.08,Net 45,True,False
PO-2024-21312,2024-08-31,2024-09-23,2024-09-23,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,R&D,27.15,600,16290.0,Net 45,True,False
PO-2024-21298,2024-08-31,2024-09-09,2024-09-09,SUP-025,Cascade Semitech,USA,Electronics,Connector Kit CK-8,Manufacturing,4.87,2275,11079.25,Net 30,True,False
PO-2024-21341,2024-08-31,2024-09-08,2024-09-10,SUP-025,Cascade Semitech,USA,Electronics,PCB Assembly A-11,R&D,60.22,395,23786.9,Net 30,False,False
PO-2024-21354,2024-08-31,2024-09-14,2024-09-19,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,R&D,60.3,776,46792.8,Net 30,True,False
PO-2024-21344,2024-08-31,2024-09-14,2024-09-15,SUP-033,Busan Components,South Korea,Electronics,Power Supply Unit 450W,Corporate,65.15,159,10358.85,Net 45,True,False
PO-2024-22329,2024-09-01,2024-09-14,2024-09-14,SUP-028,Summit Components,USA,Electronics,Connector Kit CK-8,Corporate,5.45,1813,9880.85,Net 30,True,False
PO-2024-22342,2024-09-01,2024-09-17,2024-09-17,SUP-035,Pacific Rim Semitech,China,Electronics,Microcontroller MCU-9,Manufacturing,8.82,2359,20806.38,Net 45,True,False
PO-2024-22350,2024-09-01,2024-09-08,2024-09-08,SUP-025,Cascade Semitech,USA,Electronics,Connector Kit CK-8,Corporate,5.28,3129,16521.12,Net 60,True,False
PO-2024-22391,2024-09-01,2024-09-10,2024-09-10,SUP-022,Redwood Components,USA,Electronics,PCB Assembly A-11,Field Services,52.89,433,22901.37,Net 30,True,False
PO-2024-22395,2024-09-01,2024-09-12,2024-09-12,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,Manufacturing,27.3,517,14114.1,Net 30,True,False
PO-2024-22418,2024-09-01,2024-10-05,2024-10-05,SUP-025,Cascade Semitech,USA,Electronics,Connector Kit CK-8,R&D,4.79,2603,12468.37,Net 30,True,False
PO-2024-22413,2024-09-01,2024-09-24,2024-09-24,SUP-022,Redwood Components,USA,Electronics,Sensor Module SM-3,Corporate,27.4,409,11206.6,Net 45,True,False
PO-2024-22301,2024-09-02,2024-09-13,2024-09-13,SUP-034,Pacific Rim Circuits,China,Electronics,Microcontroller MCU-9,Corporate,8.57,2107,18056.99,Net 45,True,False
PO-2024-22389,2024-09-02,2024-09-08,2024-09-08,SUP-035,Pacific Rim Semitech,China,Electronics,PCB Assembly A-11,R&D,63.05,496,31272.8,Net 45,True,False
PO-2024-22399,2024-09-02,2024-09-14,2024-09-14,SUP-025,Cascade Semitech,USA,Electronics,Connector Kit CK-8,Manufacturing,5.13,2238,11480.94,Net 60,True,False
PO-2024-22396,2024-09-02,2024-09-11,2024-09-14,SUP-036,Golden Dragon Components,China,Electronics,Connector Kit CK-8,Field Services,5.52,2791,15406.32,Net 30,True,False
PO-2024-22302,2024-09-02,2024-09-26,2024-09-26,SUP-035,Pacific Rim Semitech,China,Electronics,Microcontroller MCU-9,Corporate,7.94,2589,20556.66,Net 60,True,False
PO-2024-22343,2024-09-03,2024-09-21,2024-09-25,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,R&D,58.86,138,8122.68,Net 30,False,False
PO-2024-22355,2024-09-03,2024-09-15,2024-09-15,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,Corporate,62.65,301,18857.65,Net 15,True,False
PO-2024-22359,2024-09-03,2024-09-25,2024-09-25,SUP-025,Cascade Semitech,USA,Electronics,Microcontroller MCU-9,R&D,9.28,1159,10755.52,Net 45,True,False
PO-2024-22368,2024-09-03,2024-09-08,2024-09-08,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,Retail Operations,58.94,428,25226.32,Net 15,True,False
PO-2024-22426,2024-09-04,2024-09-22,2024-09-22,SUP-022,Redwood Components,USA,Electronics,Connector Kit CK-8,Retail Operations,4.52,2001,9044.52,Net 30,True,False
PO-2024-22312,2024-09-04,2024-09-23,2024-09-23,SUP-023,Schwarzwald Circuits,Germany,Electronics,PCB Assembly A-11,R&D,52.84,494,26102.96,Net 45,False,False
PO-2024-22330,2024-09-04,2024-09-22,2024-09-22,SUP-033,Busan Components,South Korea,Electronics,Connector Kit CK-8,Retail Operations,4.69,2508,11762.52,Net 60,True,False
PO-2024-22372,2024-09-04,2024-10-07,2024-10-07,SUP-022,Redwood Components,USA,Electronics,Connector Kit CK-8,Corporate,5.2,4354,22640.8,Net 15,True,False
PO-2024-22305,2024-09-04,2024-09-14,2024-09-23,SUP-029,Great Wall Components,China,Electronics,Microcontroller MCU-9,Manufacturing,9.63,3524,33936.12,Net 30,True,False
PO-2024-22318,2024-09-05,2024-09-20,2024-09-20,SUP-033,Busan Components,South Korea,Electronics,Sensor Module SM-3,R&D,24.59,564,13868.76,Net 30,True,False
PO-2024-22364,2024-09-05,2024-10-01,2024-10-02,SUP-032,Lotus Components,India,Electronics,Connector Kit CK-8,Corporate,4.54,2037,9247.98,Net 30,True,False
PO-2024-22401,2024-09-05,2024-10-03,2024-10-03,SUP-032,Lotus Components,India,Electronics,Sensor Module SM-3,R&D,24.41,706,17233.46,Net 45,False,False
PO-2024-22397,2024-09-05,2024-10-09,2024-10-10,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,Manufacturing,29.28,463,13556.64,Net 15,True,False
PO-2024-22386,2024-09-05,2024-09-22,2024-09-22,SUP-032,Lotus Components,India,Electronics,Power Supply Unit 450W,Corporate,60.89,159,9681.51,Net 30,True,False
PO-2024-22381,2024-09-06,2024-09-25,2024-09-26,SUP-035,Pacific Rim Semitech,China,Electronics,Microcontroller MCU-9,Field Services,8.82,2269,20012.58,Net 30,True,False
PO-2024-22384,2024-09-06,2024-09-21,2024-09-21,SUP-024,Sterling Components,USA,Electronics,Power Supply Unit 450W,Manufacturing,75.57,125,9446.25,Net 15,True,False
PO-2024-22371,2024-09-06,2024-10-05,2024-10-05,SUP-036,Golden Dragon Components,China,Electronics,PCB Assembly A-11,Corporate,67.23,652,43833.96,Net 30,True,False
PO-2024-22320,2024-09-06,2024-09-23,2024-09-23,SUP-025,Cascade Semitech,USA,Electronics,Connector Kit CK-8,R&D,5.22,1530,7986.6,Net 45,True,False
PO-2024-22421,2024-09-06,2024-09-13,2024-09-17,SUP-028,Summit Components,USA,Electronics,Sensor Module SM-3,Retail Operations,30.33,641,19441.53,Net 45,True,False
PO-2024-22427,2024-09-06,2024-10-07,2024-10-10,SUP-032,Lotus Components,India,Electronics,PCB Assembly A-11,Retail Operations,46.53,590,27452.7,Net 30,True,False
PO-2024-22331,2024-09-07,2024-09-25,2024-09-25,SUP-032,Lotus Components,India,Electronics,PCB Assembly A-11,Field Services,52.31,101,5283.31,Net 45,True,False
PO-2024-22363,2024-09-07,2024-09-21,2024-09-21,SUP-028,Summit Components,USA,Electronics,Power Supply Unit 450W,Field Services,80.84,168,13581.12,Net 30,True,False
PO-2024-22374,2024-09-07,2024-10-05,2024-10-11,SUP-029,Great Wall Components,China,Electronics,Power Supply Unit 450W,Retail Operations,72.73,90,6545.7,Net 30,True,False
PO-2024-22394,2024-09-07,2024-09-27,2024-09-27,SUP-022,Redwood Components,USA,Electronics,Power Supply Unit 450W,Manufacturing,71.53,114,8154.42,Net 60,True,False
PO-2024-22353,2024-09-08,2024-09-26,2024-09-26,SUP-036,Golden Dragon Components,China,Electronics,PCB Assembly A-11,Field Services,62.11,296,18384.56,Net 30,True,False
PO-2024-22370,2024-09-08,2024-09-13,2024-09-13,SUP-033,Busan Components,South Korea,Electronics,Sensor Module SM-3,Corporate,26.8,502,13453.6,Net 30,True,False
PO-2024-22430,2024-09-10,2024-09-22,2024-09-22,SUP-025,Cascade Semitech,USA,Electronics,Microcontroller MCU-9,Corporate,9.41,1546,14547.86,Net 45,True,False
PO-2024-22335,2024-09-10,2024-09-22,2024-09-22,SUP-034,Pacific Rim Circuits,China,Electronics,PCB Assembly A-11,Retail Operations,56.43,68,3837.24,Net 60,True,False
PO-2024-22347,2024-09-11,2024-09-17,2024-09-20,SUP-028,Summit Components,USA,Electronics,Connector Kit CK-8,Retail Operations,5.14,3582,18411.48,Net 60,True,False
PO-2024-22352,2024-09-11,2024-10-12,2024-10-12,SUP-025,Cascade Semitech,USA,Electronics,PCB Assembly A-11,Field Services,60.39,527,31825.53,Net 30,True,False
PO-2024-22419,2024-09-11,2024-10-02,2024-10-17,SUP-029,Great Wall Components,China,Electronics,PCB Assembly A-11,Field Services,57.33,775,44430.75,Net 30,False,False
PO-2024-22311,2024-09-11,2024-09-23,2024-09-23,SUP-036,Golden Dragon Components,China,Electronics,Microcontroller MCU-9,Manufacturing,9.69,3360,32558.4,Net 30,True,False
PO-2024-22375,2024-09-11,2024-10-15,2024-10-22,SUP-022,Redwood Components,USA,Electronics,Connector Kit CK-8,Field Services,4.47,3296,14733.12,Net 45,True,False
PO-2024-22306,2024-09-11,2024-10-02,2024-10-02,SUP-033,Busan Components,South Korea,Electronics,Power Supply Unit 450W,Field Services,70.47,211,14869.17,Net 15,True,False
PO-2024-22383,2024-09-11,2024-09-24,2024-09-24,SUP-034,Pacific Rim Circuits,China,Electronics,PCB Assembly A-11,R&D,59.08,357,21091.56,Net 30,False,False
PO-2024-22321,2024-09-12,2024-10-16,2024-10-17,SUP-029,Great Wall Components,China,Electronics,Microcontroller MCU-9,R&D,7.12,3389,24129.68,Net 30,True,False
PO-2024-22390,2024-09-13,2024-10-13,2024-10-13,SUP-022,Redwood Components,USA,Electronics,Microcontroller MCU-9,Corporate,8.27,2722,22510.94,Net 30,True,False
PO-2024-22334,2024-09-13,2024-10-08,2024-10-08,SUP-028,Summit Components,USA,Electronics,PCB Assembly A-11,Retail Operations,63.0,413,26019.0,Net 30,True,False
PO-2024-22336,2024-09-13,2024-10-09,2024-10-09,SUP-034,Pacific Rim Circuits,China,Electronics,Power Supply Unit 450W,Field Services,72.66,204,14822.64,Net 15,True,False
PO-2024-22349,2024-09-13,2024-10-15,2024-10-15,SUP-032,Lotus Components,India,Electronics,Sensor Module SM-3,Manufacturing,23.39,613,14338.07,Net 60,True,False
PO-2024-22429,2024-09-13,2024-10-11,2024-10-11,SUP-035,Pacific Rim Semitech,China,Electronics,Connector Kit CK-8,R&D,4.72,3882,18323.04,Net 30,True,False
PO-2024-22431,2024-09-13,2024-10-17,2024-10-17,SUP-028,Summit Components,USA,Electronics,Sensor Module SM-3,R&D,29.43,486,14302.98,Net 30,True,False
PO-2024-22422,2024-09-14,2024-10-08,2024-10-08,SUP-025,Cascade Semitech,USA,Electronics,Power Supply Unit 450W,Retail Operations,76.69,111,8512.59,Net 30,True,False
PO-2024-22360,2024-09-14,2024-10-08,2024-10-09,SUP-032,Lotus Components,India,Electronics,Connector Kit CK-8,Retail Operations,4.06,3168,12862.08,Net 15,True,False
PO-2024-22327,2024-09-14,2024-10-14,2024-10-14,SUP-035,Pacific Rim Semitech,China,Electronics,Microcontroller MCU-9,Manufacturing,8.49,2048,17387.52,Net 45,True,False
PO-2024-22317,2024-09-14,2024-09-25,2024-09-25,SUP-034,Pacific Rim Circuits,China,Electronics,PCB Assembly A-11,Retail Operations,60.34,450,27153.0,Net 30,True,False
PO-2024-22400,2024-09-14,2024-10-16,2024-10-16,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,Field Services,9.4,2945,27683.0,Net 45,False,False
PO-2024-22393,2024-09-14,2024-10-03,2024-10-03,SUP-027,Golden Dragon Circuits,China,Electronics,Sensor Module SM-3,Retail Operations,28.96,702,20329.92,Net 30,True,False
PO-2024-22408,2024-09-14,2024-10-03,2024-10-03,SUP-034,Pacific Rim Circuits,China,Electronics,Power Supply Unit 450W,Retail Operations,77.28,158,12210.24,Net 45,True,False
PO-2024-22387,2024-09-15,2024-10-12,2024-10-12,SUP-022,Redwood Components,USA,Electronics,Connector Kit CK-8,Corporate,4.95,3412,16889.4,Net 30,True,False
PO-2024-22405,2024-09-15,2024-10-01,2024-10-01,SUP-034,Pacific Rim Circuits,China,Electronics,Power Supply Unit 450W,Retail Operations,72.46,113,8187.98,Net 45,True,False
PO-2024-22376,2024-09-15,2024-10-01,2024-10-01,SUP-032,Lotus Components,India,Electronics,Power Supply Unit 450W,Manufacturing,68.73,122,8385.06,Net 45,True,False
PO-2024-22365,2024-09-15,2024-10-02,2024-10-02,SUP-025,Cascade Semitech,USA,Electronics,Microcontroller MCU-9,Corporate,8.83,3132,27655.56,Net 30,True,False
PO-2024-22357,2024-09-15,2024-10-04,2024-10-04,SUP-036,Golden Dragon Components,China,Electronics,Sensor Module SM-3,Field Services,28.79,833,23982.07,Net 30,True,False
PO-2024-22428,2024-09-15,2024-10-01,2024-10-01,SUP-027,Golden Dragon Circuits,China,Electronics,Connector Kit CK-8,Corporate,5.11,2599,13280.89,Net 45,True,False
PO-2024-22314,2024-09-16,2024-09-21,2024-09-21,SUP-032,Lotus Components,India,Electronics,Connector Kit CK-8,Field Services,4.41,4415,19470.15,Net 45,False,False
PO-2024-22313,2024-09-16,2024-10-05,2024-10-05,SUP-025,Cascade Semitech,USA,Electronics,PCB Assembly A-11,Corporate,62.75,296,18574.0,Net 45,True,False
PO-2024-22385,2024-09-16,2024-10-02,2024-10-02,SUP-033,Busan Components,South Korea,Electronics,Microcontroller MCU-9,Retail Operations,7.53,3291,24781.23,Net 30,True,False
PO-2024-22300,2024-09-16,2024-10-14,2024-10-14,SUP-036,Golden Dragon Components,China,Electronics,Sensor Module SM-3,Retail Operations,29.47,556,16385.32,Net 30,True,False
PO-2024-22392,2024-09-17,2024-10-05,2024-10-05,SUP-033,Busan Components,South Korea,Electronics,Microcontroller MCU-9,Field Services,7.47,4072,30417.84,Net 30,False,False
PO-2024-22323,2024-09-17,2024-10-02,2024-10-02,SUP-028,Summit Components,USA,Electronics,Sensor Module SM-3,Retail Operations,27.47,1006,27634.82,Net 30,True,False
PO-2024-22340,2024-09-17,2024-10-10,2024-10-10,SUP-036,Golden Dragon Components,China,Electronics,Power Supply Unit 450W,R&D,79.26,243,19260.18,Net 30,True,False
PO-2024-22377,2024-09-17,2024-09-29,2024-09-29,SUP-036,Golden Dragon Components,China,Electronics,Microcontroller MCU-9,R&D,9.06,2461,22296.66,Net 15,True,False
PO-2024-22304,2024-09-17,2024-10-11,2024-10-11,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,Corporate,9.53,2927,27894.31,Net 60,True,False
PO-2024-22367,2024-09-17,2024-09-28,2024-09-28,SUP-025,Cascade Semitech,USA,Electronics,Connector Kit CK-8,Field Services,4.8,1702,8169.6,Net 45,False,False
PO-2024-22344,2024-09-18,2024-10-17,2024-10-17,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,Manufacturing,28.89,533,15398.37,Net 60,True,False
PO-2024-22380,2024-09-18,2024-09-29,2024-09-29,SUP-033,Busan Components,South Korea,Electronics,PCB Assembly A-11,Corporate,50.0,389,19450.0,Net 30,True,False
PO-2024-22310,2024-09-18,2024-09-25,2024-09-25,SUP-032,Lotus Components,India,Electronics,Power Supply Unit 450W,Field Services,66.83,75,5012.25,Net 45,False,False
PO-2024-22406,2024-09-19,2024-10-06,2024-10-06,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,Manufacturing,9.44,2944,27791.36,Net 60,True,False
PO-2024-22416,2024-09-19,2024-10-04,2024-10-23,SUP-029,Great Wall Components,China,Electronics,Power Supply Unit 450W,R&D,71.08,104,7392.32,Net 45,True,False
PO-2024-22324,2024-09-19,2024-10-15,2024-10-15,SUP-036,Golden Dragon Components,China,Electronics,Power Supply Unit 450W,Field Services,88.01,154,13553.54,Net 30,False,False
PO-2024-22412,2024-09-20,2024-10-15,2024-10-15,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,Retail Operations,28.82,254,7320.28,Net 60,True,False
PO-2024-22403,2024-09-20,2024-10-10,2024-10-10,SUP-032,Lotus Components,India,Electronics,Microcontroller MCU-9,Field Services,8.15,2653,21621.95,Net 30,False,False
PO-2024-22326,2024-09-21,2024-10-19,2024-10-22,SUP-024,Sterling Components,USA,Electronics,PCB Assembly A-11,Retail Operations,66.37,469,31127.53,Net 45,True,False
PO-2024-22414,2024-09-21,2024-10-01,2024-10-01,SUP-032,Lotus Components,India,Electronics,Sensor Module SM-3,Manufacturing,25.42,794,20183.48,Net 15,True,False
PO-2024-22379,2024-09-21,2024-10-18,2024-10-19,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,Field Services,28.06,722,20259.32,Net 45,True,False
PO-2024-22378,2024-09-21,2024-10-21,2024-10-21,SUP-024,Sterling Components,USA,Electronics,Connector Kit CK-8,Manufacturing,5.69,2591,14742.79,Net 30,True,False
PO-2024-22425,2024-09-21,2024-10-24,2024-10-24,SUP-032,Lotus Components,India,Electronics,PCB Assembly A-11,R&D,51.67,630,32552.1,Net 30,True,False
PO-2024-22341,2024-09-21,2024-09-29,2024-09-29,SUP-028,Summit Components,USA,Electronics,Sensor Module SM-3,Retail Operations,28.71,624,17915.04,Net 15,True,False
PO-2024-22420,2024-09-21,2024-10-21,2024-10-25,SUP-035,Pacific Rim Semitech,China,Electronics,Connector Kit CK-8,Corporate,4.64,1570,7284.8,Net 60,True,False
PO-2024-22409,2024-09-22,2024-10-01,2024-10-09,SUP-029,Great Wall Components,China,Electronics,Connector Kit CK-8,R&D,6.03,1711,10317.33,Net 60,True,False
PO-2024-22402,2024-09-22,2024-10-08,2024-10-09,SUP-033,Busan Components,South Korea,Electronics,Connector Kit CK-8,Field Services,4.23,2663,11264.49,Net 45,True,False
PO-2024-22361,2024-09-22,2024-10-14,2024-10-14,SUP-028,Summit Components,USA,Electronics,Power Supply Unit 450W,R&D,75.68,150,11352.0,Net 30,False,False
PO-2024-22333,2024-09-22,2024-10-10,2024-10-10,SUP-032,Lotus Components,India,Electronics,Connector Kit CK-8,Manufacturing,4.68,3349,15673.32,Net 30,True,False
PO-2024-22307,2024-09-22,2024-10-16,2024-11-02,SUP-029,Great Wall Components,China,Electronics,PCB Assembly A-11,Corporate,69.88,467,32633.96,Net 30,True,False
PO-2024-22369,2024-09-23,2024-09-29,2024-09-29,SUP-028,Summit Components,USA,Electronics,Connector Kit CK-8,Retail Operations,5.1,3449,17589.9,Net 60,False,False
PO-2024-22339,2024-09-23,2024-10-24,2024-10-24,SUP-034,Pacific Rim Circuits,China,Electronics,Power Supply Unit 450W,Field Services,83.61,158,13210.38,Net 30,True,False
PO-2024-22411,2024-09-23,2024-09-29,2024-09-30,SUP-034,Pacific Rim Circuits,China,Electronics,Microcontroller MCU-9,Manufacturing,8.69,2140,18596.6,Net 30,True,False
PO-2024-22358,2024-09-24,2024-10-08,2024-10-08,SUP-024,Sterling Components,USA,Electronics,Sensor Module SM-3,Manufacturing,30.34,643,19508.62,Net 60,True,False
PO-2024-22338,2024-09-24,2024-10-06,2024-10-06,SUP-032,Lotus Components,India,Electronics,Connector Kit CK-8,Field Services,4.53,1801,8158.53,Net 45,True,False
PO-2024-22337,2024-09-24,2024-10-17,2024-10-17,SUP-033,Busan Components,South Korea,Electronics,Connector Kit CK-8,Field Services,4.31,3235,13942.85,Net 45,True,False
PO-2024-22325,2024-09-25,2024-10-05,2024-10-05,SUP-025,Cascade Semitech,USA,Electronics,Connector Kit CK-8,Corporate,5.22,2397,12512.34,Net 60,True,False
PO-2024-22319,2024-09-25,2024-10-28,2024-10-28,SUP-032,Lotus Components,India,Electronics,PCB Assembly A-11,Corporate,50.16,459,23023.44,Net 15,True,False
PO-2024-22345,2024-09-25,2024-10-17,2024-10-17,SUP-034,Pacific Rim Circuits,China,Electronics,Sensor Module SM-3,Field Services,29.6,382,11307.2,Net 45,False,False
PO-2024-22424,2024-09-25,2024-10-26,2024-10-26,SUP-036,Golden Dragon Components,China,Electronics,Sensor Module SM-3,Manufacturing,29.53,344,10158.32,Net 45,True,False
PO-2024-22351,2024-09-25,2024-10-26,2024-10-26,SUP-025,Cascade Semitech,USA,Electronics,Microcontroller MCU-9,Corporate,9.34,2948,27534.32,Net 60,True,False
PO-2024-22316,2024-09-26,2024-10-06,2024-10-06,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,Corporate,9.21,2712,24977.52,Net 30,True,False
PO-2024-22423,2024-09-26,2024-10-27,2024-11-11,SUP-029,Great Wall Components,China,Electronics,Connector Kit CK-8,R&D,5.6,1458,8164.8,Net 45,True,False
PO-2024-22417,2024-09-26,2024-10-21,2024-10-21,SUP-025,Cascade Semitech,USA,Electronics,Microcontroller MCU-9,Corporate,9.25,1879,17380.75,Net 45,True,False
PO-2024-22410,2024-09-26,2024-10-29,2024-10-29,SUP-023,Schwarzwald Circuits,Germany,Electronics,PCB Assembly A-11,R&D,54.67,333,18205.11,Net 45,True,False
PO-2024-22315,2024-09-26,2024-10-16,2024-10-16,SUP-035,Pacific Rim Semitech,China,Electronics,Sensor Module SM-3,R&D,28.34,632,17910.88,Net 45,True,False
PO-2024-22382,2024-09-27,2024-10-06,2024-10-06,SUP-033,Busan Components,South Korea,Electronics,Connector Kit CK-8,R&D,4.44,3090,13719.6,Net 30,False,False
PO-2024-22415,2024-09-27,2024-10-30,2024-10-30,SUP-036,Golden Dragon Components,China,Electronics,Power Supply Unit 450W,R&D,83.07,76,6313.32,Net 45,True,False
PO-2024-22407,2024-09-27,2024-10-27,2024-10-27,SUP-028,Summit Components,USA,Electronics,Sensor Module SM-3,Retail Operations,27.55,950,26172.5,Net 45,True,False
PO-2024-22373,2024-09-27,2024-10-07,2024-10-07,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,Corporate,27.39,510,13968.9,Net 15,True,False
PO-2024-22366,2024-09-28,2024-10-10,2024-10-10,SUP-034,Pacific Rim Circuits,China,Electronics,Microcontroller MCU-9,Field Services,9.18,1580,14504.4,Net 45,True,False
PO-2024-22308,2024-09-28,2024-10-25,2024-10-25,SUP-022,Redwood Components,USA,Electronics,Microcontroller MCU-9,R&D,8.77,2498,21907.46,Net 30,False,False
PO-2024-22309,2024-09-28,2024-10-18,2024-10-18,SUP-022,Redwood Components,USA,Electronics,Connector Kit CK-8,R&D,4.77,2641,12597.57,Net 60,False,False
PO-2024-22322,2024-09-28,2024-10-15,2024-10-15,SUP-025,Cascade Semitech,USA,Electronics,PCB Assembly A-11,Manufacturing,64.28,600,38568.0,Net 45,True,False
PO-2024-22346,2024-09-28,2024-10-24,2024-10-24,SUP-033,Busan Components,South Korea,Electronics,Microcontroller MCU-9,Corporate,8.01,3568,28579.68,Net 60,True,False
PO-2024-22354,2024-09-29,2024-10-26,2024-10-26,SUP-034,Pacific Rim Circuits,China,Electronics,Power Supply Unit 450W,Corporate,77.72,228,17720.16,Net 60,True,False
PO-2024-22348,2024-09-29,2024-10-16,2024-10-16,SUP-032,Lotus Components,India,Electronics,Connector Kit CK-8,Manufacturing,4.49,3416,15337.84,Net 30,True,False
PO-2024-22328,2024-09-29,2024-10-22,2024-10-22,SUP-022,Redwood Components,USA,Electronics,Microcontroller MCU-9,Corporate,7.51,3534,26540.34,Net 30,True,False
PO-2024-22356,2024-09-29,2024-10-29,2024-10-29,SUP-027,Golden Dragon Circuits,China,Electronics,Microcontroller MCU-9,Retail Operations,8.95,2449,21918.55,Net 30,True,False
PO-2024-22303,2024-09-30,2024-10-24,2024-10-24,SUP-028,Summit Components,USA,Electronics,Sensor Module SM-3,R&D,30.15,984,29667.6,Net 60,False,False
PO-2024-22332,2024-09-30,2024-10-20,2024-10-20,SUP-034,Pacific Rim Circuits,China,Electronics,Power Supply Unit 450W,Manufacturing,77.67,103,8000.01,Net 45,True,False
PO-2024-22362,2024-09-30,2024-10-11,2024-10-11,SUP-034,Pacific Rim Circuits,China,Electronics,Connector Kit CK-8,Field Services,4.82,3422,16494.04,Net 30,True,False
PO-2024-22388,2024-09-30,2024-10-12,2024-10-16,SUP-036,Golden Dragon Components,China,Electronics,Power Supply Unit 450W,Manufacturing,81.36,132,10739.52,Net 60,True,False
PO-2024-22398,2024-09-30,2024-11-01,2024-11-02,SUP-032,Lotus Components,India,Electronics,Microcontroller MCU-9,Field Services,7.62,2006,15285.72,Net 45,True,False
PO-2024-22404,2024-09-30,2024-10-21,2024-10-22,SUP-034,Pacific Rim Circuits,China,Electronics,PCB Assembly A-11,Field Services,64.34,293,18851.62,Net 15,True,False
PO-2024-23454,2024-10-01,2024-10-14,2024-10-23,SUP-029,Great Wall Components,China,Electronics,Connector Kit CK-8,Field Services,4.41,1034,4559.94,Net 30,False,False
PO-2024-23512,2024-10-01,2024-10-11,2024-10-11,SUP-034,Pacific Rim Circuits,China,Electronics,Sensor Module SM-3,R&D,27.04,332,8977.28,Net 30,True,False
PO-2024-23529,2024-10-02,2024-10-19,2024-10-19,SUP-024,Sterling Components,USA,Electronics,PCB Assembly A-11,Corporate,59.52,462,27498.24,Net 30,True,False
PO-2024-23422,2024-10-02,2024-11-05,2024-11-05,SUP-032,Lotus Components,India,Electronics,Microcontroller MCU-9,Retail Operations,7.77,1262,9805.74,Net 30,True,False
PO-2024-23540,2024-10-02,2024-10-30,2024-10-30,SUP-025,Cascade Semitech,USA,Electronics,Power Supply Unit 450W,Corporate,77.52,196,15193.92,Net 45,True,False
PO-2024-23494,2024-10-02,2024-10-30,2024-10-30,SUP-034,Pacific Rim Circuits,China,Electronics,Connector Kit CK-8,Retail Operations,4.74,2507,11883.18,Net 30,True,False
PO-2024-23551,2024-10-03,2024-10-19,2024-10-19,SUP-025,Cascade Semitech,USA,Electronics,Connector Kit CK-8,R&D,5.01,1394,6983.94,Net 30,False,True
PO-2024-23388,2024-10-03,2024-11-01,2024-11-01,SUP-025,Cascade Semitech,USA,Electronics,Power Supply Unit 450W,Field Services,76.98,75,5773.5,Net 30,False,False
